goos: linux
goarch: amd64
pkg: go.opentelemetry.io/otel/sdk/metric/internal/aggregate
cpu: Intel(R) Core(TM) i7-8550U CPU @ 1.80GHz
BenchmarkSum/Int64/Cumulative/1/Measure-8         	12832801	        84.19 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Float64/Delta/100/ComputeAggregation-8          	   88519	     14457 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Float64/Delta/100/ComputeAggregation-8          	   86623	     14008 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Float64/Delta/100/ComputeAggregation-8          	   86084	     14138 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Float64/Delta/100/ComputeAggregation-8          	   86601	     13681 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Float64/Delta/100/ComputeAggregation-8          	   83034	     14503 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Float64/Delta/100/ComputeAggregation-8          	   86284	     13641 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Float64/Delta/100/ComputeAggregation-8          	   78396	     13685 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Float64/Delta/100/ComputeAggregation-8          	   85956	     13672 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Float64/Delta/100/ComputeAggregation-8          	   88202	     14091 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Float64/Delta/100/ComputeAggregation-8          	   85731	     13683 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/1/Measure-8        	12929575	        99.68 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/1/Measure-8        	12970344	        96.44 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/1/Measure-8        	12567553	        94.42 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/1/Measure-8        	13391112	        95.71 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/1/Measure-8        	12609759	        95.80 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/1/Measure-8        	12320703	        92.85 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/1/Measure-8        	12926551	        95.39 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/1/Measure-8        	12309518	        95.53 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/1/Measure-8        	13622700	        98.77 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/1/Measure-8        	12700446	        98.64 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/1/ComputeAggregation-8         	 2442945	       479.6 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/1/ComputeAggregation-8         	 2445420	       485.5 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/1/ComputeAggregation-8         	 2502744	       490.4 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/1/ComputeAggregation-8         	 2522775	       495.7 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/1/ComputeAggregation-8         	 2524832	       509.9 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/1/ComputeAggregation-8         	 2545576	       498.5 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/1/ComputeAggregation-8         	 2486281	       498.4 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/1/ComputeAggregation-8         	 2405265	       506.3 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/1/ComputeAggregation-8         	 2516514	       514.6 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/1/ComputeAggregation-8         	 2503906	       495.2 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/10/Measure-8                   	 1000000	      1144 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/10/Measure-8                   	 1000000	      1087 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/10/Measure-8                   	 1000000	      1103 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/10/Measure-8                   	 1000000	      1156 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/10/Measure-8                   	 1000000	      1098 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/10/Measure-8                   	 1000000	      1100 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/10/Measure-8                   	 1000000	      1073 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/10/Measure-8                   	 1000000	      1063 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/10/Measure-8                   	 1000000	      1072 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/10/Measure-8                   	 1000000	      1075 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/10/ComputeAggregation-8        	  472300	      2712 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/10/ComputeAggregation-8        	  490501	      2734 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/10/ComputeAggregation-8        	  491756	      2728 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/10/ComputeAggregation-8        	  485811	      2749 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/10/ComputeAggregation-8        	  491367	      2759 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/10/ComputeAggregation-8        	  487554	      2770 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/10/ComputeAggregation-8        	  491612	      2706 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/10/ComputeAggregation-8        	  487945	      2723 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/10/ComputeAggregation-8        	  429498	      2658 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/10/ComputeAggregation-8        	  488772	      2837 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/100/Measure-8                  	  112986	     10563 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/100/Measure-8                  	  113221	     10624 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/100/Measure-8                  	  110900	     10806 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/100/Measure-8                  	  118372	     10695 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/100/Measure-8                  	  118755	     11367 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/100/Measure-8                  	  116772	     11173 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/100/Measure-8                  	  121702	     11167 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/100/Measure-8                  	  116296	     10388 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/100/Measure-8                  	  116600	     10970 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/100/Measure-8                  	  111428	     10504 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/100/ComputeAggregation-8       	   48642	     24719 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/100/ComputeAggregation-8       	   49490	     25686 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/100/ComputeAggregation-8       	   49890	     25524 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/100/ComputeAggregation-8       	   49735	     25526 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/100/ComputeAggregation-8       	   46292	     24561 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/100/ComputeAggregation-8       	   49718	     25686 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/100/ComputeAggregation-8       	   48542	     24065 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/100/ComputeAggregation-8       	   46929	     24133 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/100/ComputeAggregation-8       	   49874	     24255 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/100/ComputeAggregation-8       	   46832	     24831 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/1/Measure-8                         	13248100	        97.78 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/1/Measure-8                         	12405955	       100.3 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/1/Measure-8                         	12678439	        96.10 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/1/Measure-8                         	13830669	        95.34 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/1/Measure-8                         	13798387	        95.20 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/1/Measure-8                         	12309202	        93.12 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/1/Measure-8                         	13552324	        93.64 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/1/Measure-8                         	13670754	        92.60 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/1/Measure-8                         	12825702	        95.77 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/1/Measure-8                         	12655892	        94.10 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/1/ComputeAggregation-8              	 1521536	       721.2 ns/op	     320 B/op	       4 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/1/ComputeAggregation-8              	 1598995	       720.0 ns/op	     320 B/op	       4 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/1/ComputeAggregation-8              	 1617141	       754.0 ns/op	     320 B/op	       4 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/1/ComputeAggregation-8              	 1607065	       768.6 ns/op	     320 B/op	       4 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/1/ComputeAggregation-8              	 1562186	       742.6 ns/op	     320 B/op	       4 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/1/ComputeAggregation-8              	 1613356	       777.7 ns/op	     320 B/op	       4 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/1/ComputeAggregation-8              	 1639628	       771.1 ns/op	     320 B/op	       4 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/1/ComputeAggregation-8              	 1555226	       731.8 ns/op	     320 B/op	       4 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/1/ComputeAggregation-8              	 1658127	       715.9 ns/op	     320 B/op	       4 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/1/ComputeAggregation-8              	 1614914	       757.9 ns/op	     320 B/op	       4 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/10/Measure-8                        	  988795	      1073 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/10/Measure-8                        	 1000000	      1127 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/10/Measure-8                        	 1000000	      1105 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/10/Measure-8                        	 1000000	      1117 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/10/Measure-8                        	 1000000	      1107 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/10/Measure-8                        	 1000000	      1086 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/10/Measure-8                        	 1000000	      1082 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/10/Measure-8                        	 1000000	      1083 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/10/Measure-8                        	 1000000	      1140 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/10/Measure-8                        	 1000000	      1131 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/10/ComputeAggregation-8             	  293400	      4540 ns/op	     740 B/op	       5 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/10/ComputeAggregation-8             	  301167	      4414 ns/op	     740 B/op	       5 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/10/ComputeAggregation-8             	  297818	      4459 ns/op	     740 B/op	       5 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/10/ComputeAggregation-8             	  297556	      4424 ns/op	     740 B/op	       5 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/10/ComputeAggregation-8             	  282568	      4622 ns/op	     740 B/op	       5 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/10/ComputeAggregation-8             	  302499	      4486 ns/op	     740 B/op	       5 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/10/ComputeAggregation-8             	  299958	      4524 ns/op	     740 B/op	       5 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/10/ComputeAggregation-8             	  299124	      4472 ns/op	     740 B/op	       5 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/10/ComputeAggregation-8             	  293887	      4492 ns/op	     740 B/op	       5 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/10/ComputeAggregation-8             	  297294	      4715 ns/op	     740 B/op	       5 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/100/Measure-8                       	  110485	     11164 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/100/Measure-8                       	  117867	     11288 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/100/Measure-8                       	  106924	     10537 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/100/Measure-8                       	  118573	     10583 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/100/Measure-8                       	  118592	     10620 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/100/Measure-8                       	  115219	     10778 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/100/Measure-8                       	  109425	     11335 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/100/Measure-8                       	  121026	     11256 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/100/Measure-8                       	  108481	     10511 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/100/Measure-8                       	  116545	     10521 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/100/ComputeAggregation-8            	   27654	     42813 ns/op	    8136 B/op	      11 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/100/ComputeAggregation-8            	   28246	     44570 ns/op	    8136 B/op	      11 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/100/ComputeAggregation-8            	   28418	     45490 ns/op	    8135 B/op	      11 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/100/ComputeAggregation-8            	   28266	     44224 ns/op	    8138 B/op	      11 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/100/ComputeAggregation-8            	   27304	     43016 ns/op	    8138 B/op	      11 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/100/ComputeAggregation-8            	   28228	     43445 ns/op	    8137 B/op	      11 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/100/ComputeAggregation-8            	   27792	     44841 ns/op	    8133 B/op	      11 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/100/ComputeAggregation-8            	   27578	     42586 ns/op	    8138 B/op	      11 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/100/ComputeAggregation-8            	   26276	     44125 ns/op	    8139 B/op	      11 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/100/ComputeAggregation-8            	   28119	     44032 ns/op	    8136 B/op	      11 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/1/Measure-8                  	13618124	        94.36 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/1/Measure-8                  	12826450	        96.65 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/1/Measure-8                  	13422610	        99.26 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/1/Measure-8                  	13131544	        93.85 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/1/Measure-8                  	12920649	        94.14 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/1/Measure-8                  	13475362	        94.47 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/1/Measure-8                  	13235325	        94.00 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/1/Measure-8                  	13127564	        96.69 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/1/Measure-8                  	12410412	        95.26 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/1/Measure-8                  	13232055	        95.24 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/1/ComputeAggregation-8       	 2700405	       486.1 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/1/ComputeAggregation-8       	 2349177	       504.7 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/1/ComputeAggregation-8       	 2474370	       495.7 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/1/ComputeAggregation-8       	 2493882	       523.7 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/1/ComputeAggregation-8       	 2497772	       496.7 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/1/ComputeAggregation-8       	 2456824	       526.5 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/1/ComputeAggregation-8       	 2420324	       495.0 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/1/ComputeAggregation-8       	 2491203	       532.4 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/1/ComputeAggregation-8       	 2505288	       514.3 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/1/ComputeAggregation-8       	 2475458	       480.4 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/10/Measure-8                 	  962577	      1049 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/10/Measure-8                 	 1000000	      1051 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/10/Measure-8                 	 1000000	      1096 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/10/Measure-8                 	 1121991	      1129 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/10/Measure-8                 	 1000000	      1105 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/10/Measure-8                 	 1000000	      1095 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/10/Measure-8                 	 1000000	      1097 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/10/Measure-8                 	 1000000	      1077 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/10/Measure-8                 	 1000000	      1080 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/10/Measure-8                 	 1000000	      1056 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/10/ComputeAggregation-8      	  444800	      2785 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/10/ComputeAggregation-8      	  492310	      2822 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/10/ComputeAggregation-8      	  485503	      2756 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/10/ComputeAggregation-8      	  474487	      2751 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/10/ComputeAggregation-8      	  491212	      2816 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/10/ComputeAggregation-8      	  482865	      2835 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/10/ComputeAggregation-8      	  452144	      2846 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/10/ComputeAggregation-8      	  488284	      2760 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/10/ComputeAggregation-8      	  490476	      2729 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/10/ComputeAggregation-8      	  474738	      2754 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/100/Measure-8                	  120754	     10610 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/100/Measure-8                	  118480	     10584 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/100/Measure-8                	  113307	     11254 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/100/Measure-8                	  118498	     11315 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/100/Measure-8                	  119580	     10667 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/100/Measure-8                	  117463	     10575 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/100/Measure-8                	  118851	     10699 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/100/Measure-8                	  112174	     10852 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/100/Measure-8                	  109742	     10718 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/100/Measure-8                	  112036	     11161 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/100/ComputeAggregation-8     	   49584	     25136 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/100/ComputeAggregation-8     	   49569	     24420 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/100/ComputeAggregation-8     	   49729	     24166 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/100/ComputeAggregation-8     	   46579	     25681 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/100/ComputeAggregation-8     	   48506	     24368 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/100/ComputeAggregation-8     	   47953	     24111 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/100/ComputeAggregation-8     	   49260	     25882 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/100/ComputeAggregation-8     	   44846	     25201 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/100/ComputeAggregation-8     	   49846	     25080 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/100/ComputeAggregation-8     	   49388	     24732 ns/op	      64 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/1/Measure-8                       	13381588	        94.70 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/1/Measure-8                       	13026745	        99.29 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/1/Measure-8                       	13712457	        94.52 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/1/Measure-8                       	13100166	        94.25 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/1/Measure-8                       	13191348	        93.32 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/1/Measure-8                       	13322320	        95.68 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/1/Measure-8                       	13942035	        95.90 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/1/Measure-8                       	13685756	        94.36 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/1/Measure-8                       	13041921	        94.12 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/1/Measure-8                       	12858501	        93.18 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/1/ComputeAggregation-8            	 1604078	       733.0 ns/op	     320 B/op	       4 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/1/ComputeAggregation-8            	 1547712	       730.2 ns/op	     320 B/op	       4 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/1/ComputeAggregation-8            	 1550877	       729.7 ns/op	     320 B/op	       4 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/1/ComputeAggregation-8            	 1649734	       749.0 ns/op	     320 B/op	       4 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/1/ComputeAggregation-8            	 1659384	       754.9 ns/op	     320 B/op	       4 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/1/ComputeAggregation-8            	 1655444	       735.9 ns/op	     320 B/op	       4 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/1/ComputeAggregation-8            	 1645508	       786.8 ns/op	     320 B/op	       4 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/1/ComputeAggregation-8            	 1578471	       764.5 ns/op	     320 B/op	       4 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/1/ComputeAggregation-8            	 1651297	       740.9 ns/op	     320 B/op	       4 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/1/ComputeAggregation-8            	 1543788	       784.0 ns/op	     320 B/op	       4 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/10/Measure-8                      	 1000000	      1088 ns/op	       0 B/op	       0 allocs/op
