goos: linux
goarch: amd64
pkg: go.opentelemetry.io/otel/sdk/metric/internal/aggregate
cpu: Intel(R) Core(TM) i7-8550U CPU @ 1.80GHz
BenchmarkSum/Int64/Cumulative/1/Measure-8         	12132796	        93.97 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Float64/Delta/100/Measure-8                     	  100470	     11327 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Float64/Delta/100/ComputeAggregation-8          	   67630	     18081 ns/op	    9760 B/op	       2 allocs/op
BenchmarkSum/Float64/Delta/100/ComputeAggregation-8          	   74475	     18281 ns/op	    9760 B/op	       2 allocs/op
BenchmarkSum/Float64/Delta/100/ComputeAggregation-8          	   73075	     17521 ns/op	    9760 B/op	       2 allocs/op
BenchmarkSum/Float64/Delta/100/ComputeAggregation-8          	   75033	     17910 ns/op	    9760 B/op	       2 allocs/op
BenchmarkSum/Float64/Delta/100/ComputeAggregation-8          	   72811	     17152 ns/op	    9760 B/op	       2 allocs/op
BenchmarkSum/Float64/Delta/100/ComputeAggregation-8          	   75253	     17294 ns/op	    9760 B/op	       2 allocs/op
BenchmarkSum/Float64/Delta/100/ComputeAggregation-8          	   71371	     17835 ns/op	    9760 B/op	       2 allocs/op
BenchmarkSum/Float64/Delta/100/ComputeAggregation-8          	   74364	     17779 ns/op	    9760 B/op	       2 allocs/op
BenchmarkSum/Float64/Delta/100/ComputeAggregation-8          	   75793	     17424 ns/op	    9760 B/op	       2 allocs/op
BenchmarkSum/Float64/Delta/100/ComputeAggregation-8          	   77242	     17452 ns/op	    9760 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/1/Measure-8        	12044708	       101.6 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/1/Measure-8        	12695270	       103.1 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/1/Measure-8        	12472215	       117.4 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/1/Measure-8        	12332293	        98.09 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/1/Measure-8        	12231560	       106.7 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/1/Measure-8        	13039504	       106.6 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/1/Measure-8        	12992034	        99.06 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/1/Measure-8        	12204920	        97.84 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/1/Measure-8        	10985733	        98.50 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/1/Measure-8        	12620592	        99.26 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/1/ComputeAggregation-8         	 2650395	       448.6 ns/op	     128 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/1/ComputeAggregation-8         	 2801888	       409.5 ns/op	     128 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/1/ComputeAggregation-8         	 2800879	       409.2 ns/op	     128 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/1/ComputeAggregation-8         	 2982458	       452.3 ns/op	     128 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/1/ComputeAggregation-8         	 2807269	       473.8 ns/op	     128 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/1/ComputeAggregation-8         	 2936845	       417.4 ns/op	     128 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/1/ComputeAggregation-8         	 2744233	       456.0 ns/op	     128 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/1/ComputeAggregation-8         	 2871415	       422.0 ns/op	     128 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/1/ComputeAggregation-8         	 2710190	       419.4 ns/op	     128 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/1/ComputeAggregation-8         	 2789616	       424.5 ns/op	     128 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/10/Measure-8                   	  855709	      1198 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/10/Measure-8                   	 1000000	      1191 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/10/Measure-8                   	 1000000	      1206 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/10/Measure-8                   	 1000000	      1213 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/10/Measure-8                   	 1000000	      1156 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/10/Measure-8                   	 1000000	      1212 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/10/Measure-8                   	 1000000	      1233 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/10/Measure-8                   	 1000000	      1152 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/10/Measure-8                   	 1000000	      1231 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/10/Measure-8                   	  952506	      1259 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/10/ComputeAggregation-8        	  586099	      2163 ns/op	    1056 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/10/ComputeAggregation-8        	  635233	      2134 ns/op	    1056 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/10/ComputeAggregation-8        	  650406	      2101 ns/op	    1056 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/10/ComputeAggregation-8        	  635630	      2151 ns/op	    1056 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/10/ComputeAggregation-8        	  649213	      2202 ns/op	    1056 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/10/ComputeAggregation-8        	  605356	      2121 ns/op	    1056 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/10/ComputeAggregation-8        	  584236	      2086 ns/op	    1056 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/10/ComputeAggregation-8        	  630939	      2194 ns/op	    1056 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/10/ComputeAggregation-8        	  639346	      2154 ns/op	    1056 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/10/ComputeAggregation-8        	  617145	      2096 ns/op	    1056 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/100/Measure-8                  	   99892	     11989 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/100/Measure-8                  	  109909	     11623 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/100/Measure-8                  	  110326	     11374 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/100/Measure-8                  	  101619	     12306 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/100/Measure-8                  	   97573	     11394 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/100/Measure-8                  	  109374	     12459 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/100/Measure-8                  	  108112	     11316 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/100/Measure-8                  	  109008	     12294 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/100/Measure-8                  	  114326	     11830 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/100/Measure-8                  	  111889	     11242 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/100/ComputeAggregation-8       	   65185	     17100 ns/op	    9760 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/100/ComputeAggregation-8       	   76615	     18320 ns/op	    9760 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/100/ComputeAggregation-8       	   76699	     18363 ns/op	    9760 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/100/ComputeAggregation-8       	   75769	     17187 ns/op	    9760 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/100/ComputeAggregation-8       	   76983	     17594 ns/op	    9760 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/100/ComputeAggregation-8       	   74116	     17828 ns/op	    9760 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/100/ComputeAggregation-8       	   71347	     17646 ns/op	    9760 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/100/ComputeAggregation-8       	   73558	     17289 ns/op	    9760 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/100/ComputeAggregation-8       	   79120	     17675 ns/op	    9760 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Cumulative/100/ComputeAggregation-8       	   72420	     17480 ns/op	    9760 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/1/Measure-8                         	12203563	       108.7 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/1/Measure-8                         	12928636	        99.99 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/1/Measure-8                         	11935758	       103.0 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/1/Measure-8                         	12733026	       108.8 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/1/Measure-8                         	12975754	       100.1 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/1/Measure-8                         	12688108	        99.30 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/1/Measure-8                         	11445204	        99.11 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/1/Measure-8                         	12690217	        98.50 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/1/Measure-8                         	12130473	        99.50 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/1/Measure-8                         	12727153	       106.6 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/1/ComputeAggregation-8              	 1481895	       804.1 ns/op	     384 B/op	       4 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/1/ComputeAggregation-8              	 1418360	       820.6 ns/op	     384 B/op	       4 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/1/ComputeAggregation-8              	 1469851	       830.7 ns/op	     384 B/op	       4 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/1/ComputeAggregation-8              	 1372838	       817.3 ns/op	     384 B/op	       4 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/1/ComputeAggregation-8              	 1473903	       812.5 ns/op	     384 B/op	       4 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/1/ComputeAggregation-8              	 1464301	       800.0 ns/op	     384 B/op	       4 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/1/ComputeAggregation-8              	 1464412	       808.2 ns/op	     384 B/op	       4 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/1/ComputeAggregation-8              	 1315578	       844.9 ns/op	     384 B/op	       4 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/1/ComputeAggregation-8              	 1545694	       896.7 ns/op	     384 B/op	       4 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/1/ComputeAggregation-8              	 1477633	       810.8 ns/op	     384 B/op	       4 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/10/Measure-8                        	  938478	      1284 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/10/Measure-8                        	  867409	      1162 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/10/Measure-8                        	 1000000	      1196 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/10/Measure-8                        	  997111	      1148 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/10/Measure-8                        	 1000000	      1158 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/10/Measure-8                        	 1000000	      1172 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/10/Measure-8                        	 1000000	      1188 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/10/Measure-8                        	 1000000	      1142 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/10/Measure-8                        	 1000000	      1252 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/10/Measure-8                        	 1000000	      1185 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/10/ComputeAggregation-8             	  265386	      5196 ns/op	    1732 B/op	       5 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/10/ComputeAggregation-8             	  270930	      5238 ns/op	    1732 B/op	       5 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/10/ComputeAggregation-8             	  250849	      5025 ns/op	    1732 B/op	       5 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/10/ComputeAggregation-8             	  275574	      5360 ns/op	    1732 B/op	       5 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/10/ComputeAggregation-8             	  258640	      4940 ns/op	    1732 B/op	       5 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/10/ComputeAggregation-8             	  261912	      4932 ns/op	    1732 B/op	       5 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/10/ComputeAggregation-8             	  256972	      5144 ns/op	    1732 B/op	       5 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/10/ComputeAggregation-8             	  237580	      4939 ns/op	    1732 B/op	       5 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/10/ComputeAggregation-8             	  269960	      5129 ns/op	    1732 B/op	       5 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/10/ComputeAggregation-8             	  270619	      5074 ns/op	    1732 B/op	       5 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/100/Measure-8                       	  109788	     12537 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/100/Measure-8                       	   96858	     11769 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/100/Measure-8                       	  111024	     11478 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/100/Measure-8                       	  109216	     11653 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/100/Measure-8                       	  109728	     12223 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/100/Measure-8                       	  111604	     11215 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/100/Measure-8                       	  110402	     11186 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/100/Measure-8                       	  109782	     11583 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/100/Measure-8                       	  110266	     11518 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/100/Measure-8                       	  102924	     11361 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/100/ComputeAggregation-8            	   24588	     48021 ns/op	   17835 B/op	      11 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/100/ComputeAggregation-8            	   24475	     47760 ns/op	   17833 B/op	      11 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/100/ComputeAggregation-8            	   24408	     47402 ns/op	   17829 B/op	      11 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/100/ComputeAggregation-8            	   25519	     49174 ns/op	   17833 B/op	      11 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/100/ComputeAggregation-8            	   25016	     48972 ns/op	   17831 B/op	      11 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/100/ComputeAggregation-8            	   25372	     47715 ns/op	   17834 B/op	      11 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/100/ComputeAggregation-8            	   25330	     47517 ns/op	   17833 B/op	      11 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/100/ComputeAggregation-8            	   24987	     48731 ns/op	   17832 B/op	      11 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/100/ComputeAggregation-8            	   25210	     48968 ns/op	   17835 B/op	      11 allocs/op
BenchmarkSum/Precomputed/Int64/Delta/100/ComputeAggregation-8            	   25381	     48751 ns/op	   17833 B/op	      11 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/1/Measure-8                  	12139208	       101.6 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/1/Measure-8                  	12006981	       101.3 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/1/Measure-8                  	12429097	       108.9 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/1/Measure-8                  	12896118	       108.8 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/1/Measure-8                  	12207513	       106.3 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/1/Measure-8                  	11504076	       109.6 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/1/Measure-8                  	11115306	       103.0 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/1/Measure-8                  	11586703	       103.9 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/1/Measure-8                  	11529789	        99.02 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/1/Measure-8                  	12136512	       103.1 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/1/ComputeAggregation-8       	 2738594	       457.2 ns/op	     128 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/1/ComputeAggregation-8       	 2552132	       456.8 ns/op	     128 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/1/ComputeAggregation-8       	 2719819	       432.4 ns/op	     128 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/1/ComputeAggregation-8       	 2934489	       474.7 ns/op	     128 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/1/ComputeAggregation-8       	 2866374	       474.6 ns/op	     128 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/1/ComputeAggregation-8       	 2856028	       439.7 ns/op	     128 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/1/ComputeAggregation-8       	 2836177	       444.1 ns/op	     128 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/1/ComputeAggregation-8       	 2941646	       471.6 ns/op	     128 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/1/ComputeAggregation-8       	 2960328	       445.4 ns/op	     128 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/1/ComputeAggregation-8       	 2935668	       421.4 ns/op	     128 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/10/Measure-8                 	 1000000	      1284 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/10/Measure-8                 	 1000000	      1289 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/10/Measure-8                 	 1000000	      1229 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/10/Measure-8                 	  998823	      1277 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/10/Measure-8                 	 1000000	      1271 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/10/Measure-8                 	  873640	      1166 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/10/Measure-8                 	 1000000	      1155 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/10/Measure-8                 	 1000000	      1169 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/10/Measure-8                 	 1000000	      1150 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/10/Measure-8                 	 1000000	      1189 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/10/ComputeAggregation-8      	  592096	      2117 ns/op	    1056 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/10/ComputeAggregation-8      	  633663	      2099 ns/op	    1056 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/10/ComputeAggregation-8      	  520358	      2197 ns/op	    1056 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/10/ComputeAggregation-8      	  652964	      2227 ns/op	    1056 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/10/ComputeAggregation-8      	  647844	      2156 ns/op	    1056 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/10/ComputeAggregation-8      	  618900	      2176 ns/op	    1056 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/10/ComputeAggregation-8      	  621746	      2204 ns/op	    1056 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/10/ComputeAggregation-8      	  612691	      2116 ns/op	    1056 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/10/ComputeAggregation-8      	  640472	      2153 ns/op	    1056 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/10/ComputeAggregation-8      	  602290	      2171 ns/op	    1056 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/100/Measure-8                	  103718	     11839 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/100/Measure-8                	  105822	     12696 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/100/Measure-8                	   95018	     11518 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/100/Measure-8                	  104266	     11562 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/100/Measure-8                	  102006	     11614 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/100/Measure-8                	  108907	     11767 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/100/Measure-8                	  100404	     11276 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/100/Measure-8                	  104193	     11842 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/100/Measure-8                	  102886	     11723 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/100/Measure-8                	  102980	     11387 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/100/ComputeAggregation-8     	   71738	     17751 ns/op	    9760 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/100/ComputeAggregation-8     	   70867	     17629 ns/op	    9760 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/100/ComputeAggregation-8     	   73340	     17439 ns/op	    9760 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/100/ComputeAggregation-8     	   71540	     18330 ns/op	    9760 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/100/ComputeAggregation-8     	   74822	     17790 ns/op	    9760 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/100/ComputeAggregation-8     	   74070	     17434 ns/op	    9760 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/100/ComputeAggregation-8     	   68047	     17990 ns/op	    9760 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/100/ComputeAggregation-8     	   75068	     18216 ns/op	    9760 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/100/ComputeAggregation-8     	   77110	     18101 ns/op	    9760 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Cumulative/100/ComputeAggregation-8     	   70659	     17908 ns/op	    9760 B/op	       2 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/1/Measure-8                       	11324088	       110.5 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/1/Measure-8                       	12072033	       104.5 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/1/Measure-8                       	11522050	       104.9 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/1/Measure-8                       	12858453	        99.34 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/1/Measure-8                       	12012278	       100.1 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/1/Measure-8                       	11945469	       107.5 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/1/Measure-8                       	11716684	       103.9 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/1/Measure-8                       	11375492	       103.8 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/1/Measure-8                       	13037928	       103.3 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/1/Measure-8                       	11579456	        98.73 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/1/ComputeAggregation-8            	 1445625	       802.3 ns/op	     384 B/op	       4 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/1/ComputeAggregation-8            	 1307059	       819.3 ns/op	     384 B/op	       4 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/1/ComputeAggregation-8            	 1300875	       870.8 ns/op	     384 B/op	       4 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/1/ComputeAggregation-8            	 1407885	       805.3 ns/op	     384 B/op	       4 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/1/ComputeAggregation-8            	 1419325	       838.7 ns/op	     384 B/op	       4 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/1/ComputeAggregation-8            	 1362357	       879.5 ns/op	     384 B/op	       4 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/1/ComputeAggregation-8            	 1355449	       805.3 ns/op	     384 B/op	       4 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/1/ComputeAggregation-8            	 1334148	       902.3 ns/op	     384 B/op	       4 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/1/ComputeAggregation-8            	 1452020	       881.4 ns/op	     384 B/op	       4 allocs/op
